229|468|1314|chrome|1
1068|318|1314|chrome|1
886|387|1314|chrome|1
297|470|1314|chrome|1
1071|252|1314|chrome|1
179|494|1314|chrome|1
1067|377|1314|chrome|1
213|465|1314|chrome|1
1070|342|1314|chrome|1
223|469|1314|chrome|1
434|562|1314|chrome|1
1068|252|1314|chrome|1
169|1069|1314|chrome|1
359|1028|1314|chrome|1
640|556|1314|chrome|1
1074|410|1314|chrome|1
668|440|1314|chrome|1
1069|471|1314|chrome|1
1161|338|1314|chrome|1
916|304|1314|chrome|1
985|535|1314|chrome|1
1069|528|1314|chrome|1
1039|543|1314|chrome|1
1072|368|1314|chrome|1
207|469|1314|chrome|1
307|457|1314|chrome|1
282|483|1314|chrome|1
283|502|1314|chrome|1
287|546|1314|chrome|1
1069|371|1314|chrome|1
1241|136|1314|chrome|1
