1132|2678|1349|chrome|1
951|2608|1349|chrome|1
945|2620|1349|chrome|1
839|3592|1349|chrome|1
716|2086|1349|chrome|1
271|917|360|chrome|1
275|10016|360|chrome|1
159|1387|360|chrome|1
242|1500|360|chrome|1
155|70|360|chrome|1
135|174|360|chrome|1
228|379|360|chrome|1
169|433|360|chrome|1
321|100|1314|chrome|1
325|100|1314|chrome|1
65|52|1314|chrome|1
221|609|1314|chrome|1
309|54|1314|chrome|1
32|237|360|chrome|1
352|82|1314|chrome|1
178|555|1314|chrome|1
28|15|1314|chrome|1
37|432|1349|chrome|1
843|3594|1349|chrome|1
914|618|1349|chrome|1
903|767|1349|chrome|1
695|2077|1349|chrome|1
