277|494|1314|chrome|1
357|548|1314|chrome|1
311|577|1314|chrome|1
315|643|1314|chrome|1
1011|248|1314|chrome|1
198|572|1314|chrome|1
316|571|1314|chrome|1
311|666|1314|chrome|1
364|416|1314|chrome|1
362|474|1314|chrome|1
369|548|1314|chrome|1
342|622|1314|chrome|1
337|693|1314|chrome|1
364|693|1314|chrome|1
409|758|1314|chrome|1
191|627|1314|chrome|1
428|687|1314|chrome|1
323|922|1314|chrome|1
379|762|1314|chrome|1
379|762|1314|chrome|1
375|822|1314|chrome|1
380|903|1314|chrome|1
370|977|1314|chrome|1
357|823|1314|chrome|1
374|934|1314|chrome|1
313|1032|1314|chrome|1
405|653|1314|chrome|1
396|566|1314|chrome|1
404|613|1314|chrome|1
290|605|1314|chrome|1
390|573|1314|chrome|1
372|604|1314|chrome|1
351|962|1314|chrome|1
335|565|1314|chrome|1
398|684|1314|chrome|1
398|684|1314|chrome|1
364|955|1314|chrome|1
353|569|1314|chrome|1
341|962|1314|chrome|1
1048|313|1314|chrome|1
179|571|1314|chrome|1
286|602|1314|chrome|1
317|732|1314|chrome|1
407|633|1314|chrome|1
282|658|1314|chrome|1
1051|322|1314|chrome|1
528|680|1314|chrome|1
310|546|1314|chrome|1
371|706|1314|chrome|1
1051|323|1314|chrome|1
137|358|1314|chrome|1
1039|257|1314|chrome|1
136|252|1314|chrome|1
