320|209|1314|chrome|1
214|934|1314|chrome|1
304|1028|1314|chrome|1
813|767|1314|chrome|1
868|1228|1314|chrome|1
295|207|1314|chrome|1
298|1039|1314|chrome|1
210|1611|1314|chrome|1
443|1933|1314|chrome|1
308|1644|1314|chrome|1
471|1379|1314|chrome|1
482|1372|1314|chrome|1
431|1410|1314|chrome|1
460|2218|1314|chrome|1
476|2316|1314|chrome|1
470|2472|1314|chrome|1
527|2560|1314|chrome|1
474|2969|1314|chrome|1
450|2217|1314|chrome|1
431|2269|1314|chrome|1
461|2661|1314|chrome|1
149|2995|1314|chrome|1
