399|207|1314|chrome|1
214|935|1314|chrome|1
306|1031|1314|chrome|1
649|761|1314|chrome|1
899|1247|1314|chrome|1
444|1100|1314|chrome|1
290|214|1314|chrome|1
256|208|1314|chrome|1
296|1037|1314|chrome|1
167|1618|1314|chrome|1
463|1943|1314|chrome|1
451|2217|1314|chrome|1
469|2320|1314|chrome|1
505|2473|1314|chrome|1
516|2568|1314|chrome|1
475|2973|1314|chrome|1
443|2216|1314|chrome|1
435|2273|1314|chrome|1
474|2668|1314|chrome|1
184|1722|1314|chrome|1
500|1371|1314|chrome|1
425|1404|1314|chrome|1
154|1830|1314|chrome|1
