280|210|1314|chrome|1
345|198|1314|chrome|1
336|209|1314|chrome|1
335|204|1314|chrome|1
201|935|1314|chrome|1
209|984|1314|chrome|1
247|1032|1314|chrome|1
805|712|1314|chrome|1
870|1183|1314|chrome|1
377|204|1314|chrome|1
271|1038|1314|chrome|1
192|1608|1314|chrome|1
483|1917|1314|chrome|1
438|2220|1314|chrome|1
470|2471|1314|chrome|1
500|2565|1314|chrome|1
437|2978|1314|chrome|1
461|2318|1314|chrome|1
460|2223|1314|chrome|1
436|2265|1314|chrome|1
455|2663|1314|chrome|1
375|2641|1314|chrome|1
207|1728|1314|chrome|1
490|1367|1314|chrome|1
448|1392|1314|chrome|1
144|1825|1314|chrome|1
