172|191|1314|chrome|1
174|931|1314|chrome|1
439|955|1314|chrome|1
249|1026|1314|chrome|1
798|750|1314|chrome|1
883|1229|1314|chrome|1
257|206|1314|chrome|1
255|211|1314|chrome|1
256|1042|1314|chrome|1
142|1612|1314|chrome|1
441|1938|1314|chrome|1
456|2219|1314|chrome|1
472|2323|1314|chrome|1
478|2476|1314|chrome|1
499|2569|1314|chrome|1
457|2980|1314|chrome|1
443|2220|1314|chrome|1
440|2260|1314|chrome|1
445|2654|1314|chrome|1
220|1733|1314|chrome|1
492|1373|1314|chrome|1
449|1385|1314|chrome|1
137|1807|1314|chrome|1
