271|207|1314|chrome|1
92|510|1314|chrome|1
190|927|1314|chrome|1
295|204|1314|chrome|1
295|204|1314|chrome|1
295|204|1314|chrome|1
295|204|1314|chrome|1
363|989|1314|chrome|1
295|1033|1314|chrome|1
809|729|1314|chrome|1
892|1184|1314|chrome|1
191|1612|1314|chrome|1
484|1919|1314|chrome|1
209|1663|1314|chrome|1
456|1366|1314|chrome|1
415|1412|1314|chrome|1
444|2215|1314|chrome|1
460|2320|1314|chrome|1
461|2471|1314|chrome|1
487|2560|1314|chrome|1
445|2979|1314|chrome|1
453|2219|1314|chrome|1
434|2266|1314|chrome|1
450|2665|1314|chrome|1
153|2995|1314|chrome|1
