190|206|1314|chrome|1
201|202|1314|chrome|1
203|925|1314|chrome|1
263|1042|1314|chrome|1
913|1018|1314|chrome|1
811|838|1314|chrome|1
880|1293|1314|chrome|1
381|207|1314|chrome|1
268|1039|1314|chrome|1
240|1646|1314|chrome|1
470|1376|1314|chrome|1
457|1393|1314|chrome|1
242|1607|1314|chrome|1
506|1935|1314|chrome|1
443|2215|1314|chrome|1
487|2319|1314|chrome|1
465|2472|1314|chrome|1
570|2563|1314|chrome|1
507|2976|1314|chrome|1
465|2217|1314|chrome|1
428|2263|1314|chrome|1
491|2666|1314|chrome|1
77|542|1314|chrome|1
143|2993|1314|chrome|1
