167|203|1314|chrome|1
331|206|1314|chrome|1
215|202|1314|chrome|3
206|931|1314|chrome|1
280|1036|1314|chrome|1
834|702|1314|chrome|1
769|992|1314|chrome|1
877|1176|1314|chrome|1
372|208|1314|chrome|1
273|1030|1314|chrome|1
189|1599|1314|chrome|1
448|1938|1314|chrome|1
447|2221|1314|chrome|1
466|2313|1314|chrome|1
485|2472|1314|chrome|1
528|2563|1314|chrome|1
471|2970|1314|chrome|1
456|2221|1314|chrome|1
445|2259|1314|chrome|1
455|2665|1314|chrome|1
220|1716|1314|chrome|1
532|1377|1314|chrome|1
473|1397|1314|chrome|1
168|1812|1314|chrome|1
