169|203|1351|chrome|1
319|205|1351|chrome|1
194|935|1351|chrome|1
180|933|1351|chrome|1
444|950|1351|chrome|1
274|1031|1351|chrome|1
857|777|1351|chrome|1
895|1254|1351|chrome|1
269|1510|1351|chrome|1
256|1555|1351|chrome|1
257|1598|1351|chrome|1
495|198|1351|chrome|1
304|1038|1351|chrome|1
479|1925|1351|chrome|1
446|2222|1351|chrome|1
453|2471|1351|chrome|1
488|2549|1351|chrome|1
465|2970|1351|chrome|1
118|962|1351|chrome|3
471|2318|1351|chrome|1
402|4342|1351|chrome|1
451|4739|1351|chrome|1
174|1730|1351|chrome|1
500|1363|1351|chrome|1
426|1390|1351|chrome|1
152|1838|1351|chrome|1
