402|207|1314|chrome|1
426|319|1314|chrome|1
221|315|1314|chrome|1
220|326|1314|chrome|1
223|316|1314|chrome|1
222|321|1314|chrome|1
215|309|1314|chrome|1
222|321|1314|chrome|1
227|315|1314|chrome|1
216|314|1314|chrome|1
219|319|1314|chrome|1
226|318|1314|chrome|1
222|318|1314|chrome|1
216|317|1314|chrome|1
220|321|1314|chrome|1
226|318|1314|chrome|1
311|209|1314|chrome|1
208|938|1314|chrome|1
280|1033|1314|chrome|1
815|828|1314|chrome|1
898|1305|1314|chrome|1
331|1037|1314|chrome|1
71|993|1314|chrome|1
298|202|1314|chrome|1
250|1036|1314|chrome|1
208|1605|1314|chrome|1
440|1944|1314|chrome|1
423|2219|1314|chrome|1
506|2323|1314|chrome|1
464|2480|1314|chrome|1
505|2563|1314|chrome|1
445|2967|1314|chrome|1
417|4343|1314|chrome|1
464|4738|1314|chrome|1
356|4678|1314|chrome|1
85|379|1314|chrome|1
135|5065|1314|chrome|1
