337|206|1314|chrome|1
432|322|1314|chrome|1
288|202|1314|chrome|1
174|934|1314|chrome|1
370|980|1314|chrome|1
264|1036|1314|chrome|1
802|759|1314|chrome|1
862|1231|1314|chrome|1
236|1608|1314|chrome|1
471|1927|1314|chrome|1
447|2210|1314|chrome|1
448|2468|1314|chrome|1
483|2554|1314|chrome|1
466|2322|1314|chrome|1
494|2978|1314|chrome|1
429|2223|1314|chrome|1
431|2263|1314|chrome|1
453|2648|1314|chrome|1
221|1715|1314|chrome|1
498|1374|1314|chrome|1
472|1392|1314|chrome|1
149|1840|1314|chrome|1
138|1829|1314|chrome|1
