188|203|1314|chrome|1
784|318|1314|chrome|1
707|482|1314|chrome|1
303|202|1314|chrome|1
199|930|1314|chrome|1
392|1067|1314|chrome|1
344|986|1314|chrome|1
298|1032|1314|chrome|1
800|691|1314|chrome|1
863|1145|1314|chrome|1
228|1611|1314|chrome|1
437|1955|1314|chrome|1
430|2215|1314|chrome|1
471|2316|1314|chrome|1
475|2474|1314|chrome|1
490|2561|1314|chrome|1
450|2979|1314|chrome|1
445|2209|1314|chrome|1
428|2267|1314|chrome|1
467|2664|1314|chrome|1
194|1727|1314|chrome|1
486|1367|1314|chrome|1
444|1400|1314|chrome|1
144|1831|1314|chrome|1
