304|210|1314|chrome|1
261|203|1314|chrome|1
197|925|1314|chrome|1
207|986|1314|chrome|1
259|1029|1314|chrome|1
822|685|1314|chrome|1
884|1150|1314|chrome|1
347|204|1314|chrome|1
282|1042|1314|chrome|1
173|1606|1314|chrome|1
449|1947|1314|chrome|1
421|2221|1314|chrome|1
469|2317|1314|chrome|1
451|2469|1314|chrome|1
530|2567|1314|chrome|1
462|2975|1314|chrome|1
458|2212|1314|chrome|1
433|2268|1314|chrome|1
451|2667|1314|chrome|1
200|1724|1314|chrome|1
519|1377|1314|chrome|1
464|1396|1314|chrome|1
87|708|1314|chrome|1
152|1833|1314|chrome|1
