352|200|1314|chrome|1
223|929|1314|chrome|1
263|1024|1314|chrome|1
735|752|1314|chrome|1
895|1229|1314|chrome|1
315|200|1314|chrome|1
284|1038|1314|chrome|1
174|1623|1314|chrome|1
473|1925|1314|chrome|1
443|2217|1314|chrome|1
454|2323|1314|chrome|1
472|2473|1314|chrome|1
515|2572|1314|chrome|1
460|2971|1314|chrome|1
554|2979|1314|chrome|1
443|2220|1314|chrome|1
437|2271|1314|chrome|1
448|2655|1314|chrome|1
193|1725|1314|chrome|1
505|1364|1314|chrome|1
505|1364|1314|chrome|1
422|1408|1314|chrome|1
143|1810|1314|chrome|1
143|1821|1314|chrome|1
