366|200|1314|chrome|1
213|928|1314|chrome|1
260|987|1314|chrome|1
333|207|1314|chrome|1
281|980|1314|chrome|1
211|1564|1314|chrome|1
484|1885|1314|chrome|1
458|1875|1314|chrome|1
461|2160|1314|chrome|1
480|2272|1314|chrome|1
486|2418|1314|chrome|1
501|2502|1314|chrome|1
478|2923|1314|chrome|1
450|2161|1314|chrome|1
440|2199|1314|chrome|1
517|2602|1314|chrome|1
80|573|1314|chrome|1
325|1027|1314|chrome|1
816|862|1314|chrome|1
895|1322|1314|chrome|1
240|1732|1314|chrome|1
545|1372|1314|chrome|1
466|1391|1314|chrome|1
157|1828|1314|chrome|1
