423|208|1314|chrome|1
192|201|1314|chrome|1
430|312|1314|chrome|1
765|320|1314|chrome|1
703|491|1314|chrome|1
213|937|1314|chrome|1
272|1029|1314|chrome|1
842|687|1314|chrome|1
862|1162|1314|chrome|1
341|1581|1314|chrome|3
350|210|1314|chrome|1
291|1046|1314|chrome|1
291|1046|1314|chrome|1
464|1932|1314|chrome|1
437|2216|1314|chrome|1
453|2322|1314|chrome|1
495|2473|1314|chrome|1
590|2563|1314|chrome|1
506|2980|1314|chrome|1
468|2208|1314|chrome|1
435|2264|1314|chrome|1
493|2661|1314|chrome|1
87|416|1314|chrome|1
124|3006|1314|chrome|1
