251|209|1314|chrome|1
128|203|1314|chrome|1
434|324|1314|chrome|1
193|201|1314|chrome|1
214|940|1314|chrome|1
300|1029|1314|chrome|1
806|712|1314|chrome|1
902|1180|1314|chrome|1
326|206|1314|chrome|1
355|1031|1314|chrome|1
184|1601|1314|chrome|1
440|1935|1314|chrome|1
441|2214|1314|chrome|1
495|2326|1314|chrome|1
468|2478|1314|chrome|1
489|2565|1314|chrome|1
443|2213|1314|chrome|1
437|2270|1314|chrome|1
502|2663|1314|chrome|1
421|2266|1314|chrome|1
462|2219|1314|chrome|1
454|2973|1314|chrome|1
210|1703|1314|chrome|1
531|1372|1314|chrome|1
456|1409|1314|chrome|1
150|1823|1314|chrome|1
