389|207|1314|chrome|1
284|207|1314|chrome|1
205|922|1314|chrome|1
163|940|1314|chrome|1
265|197|1314|chrome|1
271|979|1314|chrome|1
264|1029|1314|chrome|1
803|791|1314|chrome|1
884|1260|1314|chrome|1
202|1641|1314|chrome|1
494|1384|1314|chrome|1
446|1388|1314|chrome|1
244|1616|1314|chrome|1
481|1916|1314|chrome|1
441|2219|1314|chrome|1
477|2477|1314|chrome|1
512|2564|1314|chrome|1
497|2318|1314|chrome|1
447|2980|1314|chrome|1
455|2212|1314|chrome|1
426|2273|1314|chrome|1
456|2669|1314|chrome|1
69|484|1314|chrome|1
143|2997|1314|chrome|1
